id,fecha_evento,planeado,evento,lugar,intrusion
1,12/11/2021,false,Romeo Quebec Uniform X-ray India Whiskey Charlie Sierra Echo Golf Juliett Victor Delta Bravo Zulu Alfa,AS,false
2,10/22/2021,false,Uniform Echo Juliett Alfa Quebec Sierra Yankee Delta Whiskey Victor Bravo India Kilo Charlie Foxtrot Mike Papa X-ray November,OC,false
3,10/2/2021,true,Tango Hotel Charlie Golf Alfa Juliett November Quebec Sierra Romeo X-ray Echo Victor Bravo Whiskey Foxtrot India Yankee,AF,true
4,10/29/2021,false,November Echo Papa Tango Bravo Uniform Yankee Foxtrot Kilo Oscar Romeo Sierra Whiskey Hotel Charlie X-ray Alfa Quebec Victor,NA,true
5,9/28/2021,true,Yankee Alfa Sierra India Kilo Charlie Papa Echo Uniform Whiskey,NA,false
6,7/19/2021,true,Yankee Bravo Alfa Oscar Lima Romeo Charlie Sierra Victor X-ray November Delta Zulu India Hotel Kilo Tango,SA,true
7,11/5/2021,false,Papa Oscar Golf Mike Kilo Delta Charlie November Tango X-ray Bravo Echo Quebec Victor,SA,false
8,10/8/2021,false,Kilo Victor Lima Mike Whiskey Charlie November Uniform Yankee Alfa Echo Foxtrot Golf Tango India,NA,false
9,8/2/2021,true,Bravo Tango India Juliett Oscar Delta Echo Golf Whiskey Quebec Hotel,AS,false
10,10/22/2021,false,Hotel Lima Uniform Yankee Alfa Zulu Whiskey Oscar Echo Bravo Papa Golf India Sierra Quebec X-ray Kilo Charlie,AF,false
11,8/30/2021,false,Mike Hotel Golf Sierra Delta Whiskey Papa November Tango Zulu Quebec Victor Oscar Lima,NA,false
12,7/30/2021,true,Yankee Victor India Whiskey Zulu X-ray Hotel Delta Charlie Lima,OC,true
13,9/18/2021,false,India Hotel Juliett Foxtrot Lima Papa Yankee Alfa Golf Delta Oscar Quebec,OC,false
14,12/3/2021,true,Hotel November Zulu Delta Romeo Lima Bravo Quebec Whiskey Foxtrot,NA,true
15,10/24/2021,true,Oscar Sierra Victor Quebec Charlie Kilo November Zulu Romeo Mike Whiskey Uniform,SA,true
16,7/24/2021,false,Lima Whiskey Bravo India Mike Sierra Foxtrot X-ray Charlie November Echo Oscar,NA,false
17,11/3/2021,false,Foxtrot Hotel Lima Zulu Victor Oscar Golf Mike Juliett Delta Quebec Charlie Uniform Alfa Yankee November,OC,true
18,12/1/2021,true,Mike Whiskey Delta Zulu Charlie Papa Golf Oscar Hotel X-ray Tango Echo Alfa Romeo Yankee,AS,false
19,11/28/2021,false,Sierra Yankee India Charlie Romeo Tango Hotel Juliett Bravo Golf Uniform November Whiskey Echo Oscar Zulu,OC,true
20,12/25/2021,false,X-ray Hotel Mike Zulu Charlie Victor Quebec Whiskey Yankee Papa Juliett Lima Romeo Tango Alfa India Oscar,AF,false
21,7/4/2021,false,Uniform November Delta Papa Juliett X-ray India Quebec Alfa Foxtrot Echo Mike Kilo Hotel,NA,true
22,10/4/2021,true,Delta India Sierra X-ray Alfa Yankee Victor Uniform Whiskey November Quebec Hotel Romeo Oscar,SA,true
23,12/21/2021,false,Tango Lima Golf Quebec Charlie Oscar Foxtrot Zulu November Bravo Kilo Mike Hotel Juliett Delta Whiskey Yankee X-ray Papa Romeo,AF,true
24,11/22/2021,true,Quebec Whiskey Charlie Papa Mike Juliett Echo Yankee Tango India Oscar Alfa,NA,false
25,12/27/2021,false,Alfa Papa Charlie Golf Delta Mike Lima Tango X-ray Zulu Hotel Victor Uniform Sierra India Echo Whiskey Quebec Yankee,NA,true
26,8/1/2021,false,Victor Yankee Charlie Mike Golf Romeo Echo India Oscar Uniform Juliett,OC,false
27,8/30/2021,true,November Delta Foxtrot Uniform Charlie Papa Quebec Romeo X-ray Hotel Sierra Oscar Mike Victor Alfa Yankee Tango Bravo,NA,true
28,12/14/2021,true,Papa Kilo Delta Quebec Yankee Charlie Whiskey India Romeo Foxtrot Juliett Victor Lima Alfa November Sierra Mike Hotel Oscar X-ray,NA,false
29,10/13/2021,true,Hotel Bravo Echo Victor Kilo November Lima Yankee X-ray Alfa Sierra Uniform Quebec Juliett Tango Golf Romeo,NA,false
30,7/2/2021,true,Lima Hotel Tango Echo India Bravo Uniform Sierra Whiskey Kilo Charlie Quebec Papa,AS,false
31,8/3/2021,true,Charlie Lima Golf Bravo Sierra Oscar X-ray Zulu Kilo Foxtrot Yankee Papa Delta,OC,true
32,8/3/2021,false,Lima Bravo Papa Quebec Hotel Foxtrot Sierra Romeo Golf Whiskey Kilo Delta Yankee Juliett India Victor Charlie Tango Mike,AS,true
33,8/30/2021,false,Alfa Hotel Sierra Quebec Yankee Lima Golf Tango Romeo Victor Uniform Bravo Kilo Juliett Whiskey Oscar Papa Mike,NA,true
34,7/16/2021,false,Papa Golf Yankee Tango Victor Romeo Oscar Sierra Zulu Delta,NA,true
35,10/21/2021,false,Oscar Victor Alfa Bravo Kilo Mike Delta Quebec India Hotel Whiskey Uniform,AS,false
36,7/28/2021,false,Whiskey Victor Papa Oscar Charlie Tango X-ray Kilo Juliett Quebec November Mike Alfa Zulu Sierra Delta,NA,true
37,9/22/2021,true,Tango Victor Juliett Papa Yankee Lima Whiskey Uniform Golf Delta Kilo India Oscar Romeo Quebec,NA,true
38,10/2/2021,true,Kilo Uniform Whiskey Sierra Zulu Echo Bravo Mike Romeo Golf,AF,false
39,8/5/2021,false,X-ray Sierra November Juliett India Romeo Uniform Victor Yankee Oscar Zulu Delta Quebec Golf Bravo Alfa,OC,false
40,12/3/2021,false,Uniform Hotel Mike Yankee Charlie Juliett Zulu Romeo Papa Whiskey X-ray Quebec Bravo Lima Echo Tango Sierra,NA,false
41,9/16/2021,true,Mike Tango Foxtrot Sierra Victor Charlie November Uniform Romeo India X-ray Lima Delta Golf Hotel Echo Whiskey,OC,true
42,11/4/2021,true,Echo Juliett Foxtrot Quebec Sierra Bravo Victor Charlie Romeo Tango Oscar Yankee Uniform November Lima Papa Zulu,OC,true
43,9/13/2021,false,Bravo Lima Kilo Alfa Juliett Foxtrot Sierra Echo Romeo Victor Tango Delta Hotel Quebec Uniform November,AF,false
44,11/1/2021,true,Juliett Golf Quebec Uniform November Charlie Lima Bravo Victor Kilo Echo X-ray Foxtrot,SA,false
45,7/8/2021,true,Kilo Oscar India Alfa Bravo November Echo Whiskey Sierra Delta Uniform Quebec Charlie Juliett Foxtrot Victor Mike,AS,false
46,10/5/2021,false,Delta Foxtrot Kilo Charlie Zulu Mike Tango Papa Lima Victor,EU,false
47,9/24/2021,false,Bravo Lima Tango Juliett Papa November Uniform Delta Charlie Sierra Quebec Alfa Kilo,EU,true
