id,fecha_evento,planeado,evento,lugar,intrusion
1,7/20/2021,true,Echo Foxtrot Sierra Uniform Kilo Lima Juliett Delta Hotel November Mike Alfa Yankee Victor Papa India Golf,SA,false
2,11/24/2021,true,November Mike Zulu Alfa Oscar Delta Romeo Juliett Kilo Echo Victor Quebec Sierra Charlie Foxtrot Golf,AS,true
3,7/17/2021,false,Oscar Tango Zulu November X-ray Romeo Lima Foxtrot Delta Papa Victor Golf India Yankee Quebec Uniform Juliett Bravo Mike,EU,true
4,9/18/2021,true,Whiskey Charlie Hotel India X-ray Alfa Zulu Echo November Sierra Lima,AS,true
5,9/14/2021,false,Charlie Bravo Lima Whiskey Victor Alfa X-ray Uniform India Echo Quebec Zulu Foxtrot Golf November Juliett Kilo Tango,AS,true
6,10/26/2021,true,Kilo Uniform Charlie Hotel Echo Papa Sierra Romeo Tango Mike India Yankee Alfa November Golf Foxtrot Zulu,AF,true
7,7/7/2021,false,Mike Papa Lima Yankee Charlie Foxtrot Echo November X-ray Zulu Sierra Bravo Victor Romeo,SA,false
8,10/28/2021,true,Kilo Charlie Tango Victor India Echo Juliett Whiskey Zulu Hotel Quebec Yankee Lima Bravo November X-ray Sierra Delta Golf,AF,false
9,8/24/2021,true,November Oscar Foxtrot Romeo India Zulu Delta Uniform Kilo Papa Tango,AS,true
10,10/27/2021,false,Hotel Charlie Sierra Lima Foxtrot Zulu Whiskey Echo India Bravo Papa Romeo Golf,NA,false
11,9/20/2021,true,Mike Bravo Kilo Foxtrot Tango Delta Charlie November Lima Sierra Quebec Victor X-ray Whiskey Juliett Hotel,EU,true
12,8/22/2021,false,November Tango India Papa Echo Yankee Golf Victor Romeo Mike Charlie Juliett,EU,false
13,8/12/2021,false,Kilo Charlie Golf Sierra November Yankee Alfa Hotel Whiskey Foxtrot Bravo Mike,EU,false
14,7/7/2021,false,Zulu Juliett Kilo Whiskey Golf Echo Sierra Quebec Victor Tango November Hotel Mike Delta Yankee,AF,true
15,9/20/2021,true,Bravo X-ray Uniform Quebec Oscar Yankee Kilo Victor Juliett Hotel Sierra Mike Charlie Echo Zulu Foxtrot,SA,true
16,12/8/2021,false,Papa Mike Lima Foxtrot Romeo Bravo Juliett India Kilo Uniform Hotel Delta Tango,NA,false
17,9/19/2021,true,Golf Mike Victor India Yankee Hotel Zulu Bravo Delta Oscar Lima Sierra,OC,false
18,10/3/2021,false,Charlie Echo Foxtrot November Uniform Victor Oscar Bravo Alfa Kilo,SA,true
19,8/29/2021,true,Romeo Whiskey November Juliett Golf Delta Foxtrot Hotel Quebec Echo Sierra Charlie Lima Alfa,AS,true
20,10/15/2021,false,Hotel Whiskey Delta Alfa Juliett Romeo Quebec Victor X-ray Mike Lima Yankee Papa,NA,true
21,8/25/2021,false,Romeo Papa Delta Lima Whiskey Echo Tango Alfa Bravo Charlie Kilo Mike,AS,true
22,9/11/2021,true,Mike Juliett Whiskey India Lima Oscar Alfa Delta Romeo Yankee Papa Echo Tango,SA,true
23,7/18/2021,true,Hotel India Mike Papa Bravo Uniform Lima Golf Echo Oscar X-ray Quebec Zulu Alfa Juliett Charlie Delta,EU,true
24,9/22/2021,true,Delta Golf Yankee Zulu Foxtrot Quebec Sierra Mike Hotel November Kilo Whiskey Bravo X-ray Romeo Tango Lima Oscar,AF,true
25,7/29/2021,true,Golf Delta Oscar Alfa Mike Sierra Echo Hotel Yankee Whiskey Charlie Tango India X-ray Lima Juliett,AF,true
26,8/23/2021,true,Hotel Delta Kilo Mike Echo Bravo Sierra Uniform Romeo Oscar Alfa Golf Quebec Whiskey,EU,false
27,11/9/2021,false,Papa Hotel Yankee Uniform Tango Mike India Romeo Alfa Quebec November Oscar Golf Victor Juliett Lima Kilo,NA,false
28,11/19/2021,true,Uniform Quebec Tango Golf Whiskey November Alfa Mike Sierra Victor,AF,false
29,10/22/2021,true,Sierra Papa Quebec Yankee Uniform Tango Juliett November Victor Romeo Whiskey Bravo Hotel,OC,false
30,7/2/2021,true,Uniform Hotel Papa X-ray Sierra November Charlie Mike Romeo Victor Bravo Juliett Lima,AS,false
31,8/3/2021,true,Quebec Lima Sierra Delta Zulu Romeo Charlie Tango Hotel Yankee X-ray Bravo Golf Papa Victor Echo India,NA,false
32,11/2/2021,true,Victor Foxtrot Mike Echo Sierra Zulu Alfa Whiskey Papa Tango Oscar Juliett Charlie Kilo Quebec Yankee Bravo Golf Lima,NA,false
33,10/3/2021,true,Quebec Foxtrot Sierra Zulu X-ray Delta Whiskey Hotel Romeo Echo Papa Alfa Lima Golf Uniform India Charlie Oscar Tango Yankee,NA,true
34,7/4/2021,false,Bravo India Quebec Sierra Delta Juliett November Lima Foxtrot Yankee Victor Mike,AS,true
35,7/9/2021,true,Romeo Charlie Golf Juliett Sierra Bravo Quebec Victor Uniform Oscar Alfa Zulu X-ray Echo Foxtrot Tango Kilo Yankee Papa,OC,true
36,9/14/2021,true,Oscar Sierra Kilo Juliett Victor Lima Whiskey Zulu Hotel X-ray Bravo Charlie Romeo Foxtrot Tango India Papa Delta Echo,NA,true
37,9/10/2021,true,Kilo Tango Hotel Romeo Zulu Charlie Quebec India X-ray Foxtrot Whiskey Alfa Delta Mike Yankee Sierra Victor November,AF,true
38,8/22/2021,false,Yankee Alfa Zulu Quebec Golf Papa X-ray Uniform Tango Hotel,OC,false
39,7/16/2021,false,Echo Delta Romeo Foxtrot Uniform Alfa Zulu Papa Oscar Juliett Victor Tango Kilo Quebec Golf Hotel November Bravo Mike Yankee,AF,true
40,7/28/2021,false,Alfa Victor November Romeo X-ray Charlie Yankee Papa Lima Bravo Mike Whiskey Zulu Echo Foxtrot Delta Hotel Quebec,AS,true
41,7/16/2021,true,Victor Romeo Delta Yankee Golf Alfa Zulu Bravo Charlie Juliett Quebec India Foxtrot November Mike,OC,false
42,12/18/2021,false,Charlie X-ray Hotel Juliett India Kilo Whiskey November Papa Victor Bravo Sierra Echo Yankee Romeo Quebec Oscar Lima,OC,false
43,8/31/2021,true,Foxtrot Tango Alfa Whiskey Charlie Bravo Quebec Kilo Yankee Oscar Papa Mike Hotel Echo Delta November,SA,true
44,10/30/2021,true,Sierra India Tango Victor Hotel Quebec Juliett Foxtrot Golf Bravo Yankee Papa November X-ray Whiskey Uniform Romeo Kilo,NA,false
45,12/8/2021,false,Alfa Romeo November Whiskey Papa Charlie Golf Tango Delta Echo Uniform Juliett Mike Hotel Kilo India Zulu Foxtrot,NA,true
46,12/22/2021,true,Whiskey Delta Oscar Tango X-ray India Foxtrot Mike Alfa Quebec Bravo November Papa Charlie Victor Lima,NA,true
47,8/3/2021,true,Foxtrot Golf Whiskey Sierra Uniform Alfa Victor Zulu Papa Hotel Bravo November X-ray Delta Lima Yankee,NA,false
48,10/1/2021,false,Bravo Echo Sierra Hotel Juliett Uniform Golf Charlie Quebec Papa November Zulu Foxtrot India Whiskey Romeo,OC,true
49,11/4/2021,false,Uniform Hotel Alfa Zulu Tango India Romeo Mike Golf November Echo Bravo X-ray Victor Delta,SA,false
50,7/16/2021,true,Yankee Sierra Foxtrot Echo India Charlie Oscar Tango Bravo Delta,NA,true
51,8/12/2021,true,Foxtrot Sierra Alfa Kilo Charlie Romeo Papa Whiskey Tango Echo Yankee November Oscar,NA,false
52,12/10/2021,false,Lima Papa Golf Charlie Zulu Hotel Kilo Echo Quebec Whiskey India Delta,SA,false
53,9/11/2021,true,Kilo Delta Lima Papa Romeo Whiskey Oscar Alfa Quebec Foxtrot Charlie Hotel Bravo Victor,NA,false
54,11/18/2021,true,Oscar Foxtrot Sierra Delta November Bravo Zulu Victor Yankee India Tango,EU,false
55,12/7/2021,true,Delta Lima Tango Foxtrot Zulu Sierra Echo Alfa Quebec November Kilo Uniform India X-ray Hotel,SA,false
56,11/28/2021,false,Foxtrot Whiskey Papa Oscar Charlie Tango Sierra Lima Quebec Bravo Romeo Echo Juliett Golf,NA,true
57,8/25/2021,false,Papa Romeo Mike Foxtrot Uniform Whiskey November Lima Golf Tango Charlie Zulu,EU,false
58,11/17/2021,true,Mike Alfa Echo Tango Kilo Delta Foxtrot Oscar Hotel X-ray Quebec Lima Juliett,NA,false
59,10/8/2021,false,Golf Hotel Foxtrot Echo Juliett November Victor Romeo Tango Lima Quebec Bravo X-ray Alfa Zulu Yankee Oscar,AS,false
60,9/16/2021,false,Hotel Quebec Uniform Lima Alfa Delta Zulu Papa Juliett Kilo Golf Sierra Oscar Yankee Whiskey Echo Romeo X-ray Tango India,NA,false
61,12/19/2021,false,Lima Uniform Papa Quebec X-ray Delta Tango Foxtrot India Yankee,OC,false
62,12/21/2021,true,Oscar Victor Lima Kilo November Sierra Charlie Golf Juliett Foxtrot Quebec Whiskey X-ray Alfa Romeo Delta Zulu,NA,false
63,10/12/2021,true,X-ray Whiskey Quebec Alfa Kilo Victor Zulu Romeo India Mike,AS,true
64,12/19/2021,true,Victor Yankee Hotel Charlie Juliett X-ray Sierra Whiskey Foxtrot Tango Mike Alfa Zulu Echo Bravo Lima Kilo November Oscar Quebec,NA,false
65,10/20/2021,false,Yankee Romeo November Foxtrot Hotel Papa Golf Zulu Tango Kilo Echo Charlie Alfa Sierra Uniform Mike Delta Quebec,AS,false
66,7/20/2021,true,Mike Golf Yankee Sierra India Zulu Victor Kilo Lima Oscar Juliett Uniform Hotel Whiskey Delta Foxtrot X-ray Papa November Quebec,NA,true
67,8/4/2021,false,Delta Zulu India Oscar Foxtrot Lima Uniform Charlie Mike Quebec November Whiskey Romeo Hotel Yankee,EU,false
68,12/28/2021,true,Golf Papa Lima Charlie India Romeo Mike November Uniform Alfa Sierra Oscar,AS,true
69,7/14/2021,true,Alfa Uniform Golf Echo Whiskey Mike Zulu Bravo Yankee Papa X-ray Foxtrot Victor Oscar Delta Kilo India,OC,false
70,8/29/2021,true,Hotel Zulu Lima Bravo Golf Victor Juliett Papa Kilo Quebec Romeo X-ray Oscar,SA,true
71,10/10/2021,false,Uniform Quebec Romeo India Charlie Sierra Bravo X-ray Alfa November Tango Whiskey Oscar Zulu Echo Papa Victor Foxtrot Yankee,NA,true
72,8/11/2021,true,India Alfa Bravo X-ray Golf Lima Yankee Oscar Quebec November Juliett Whiskey Charlie Hotel Foxtrot Mike,AS,true
73,7/28/2021,true,Delta Whiskey Papa Sierra Romeo Golf November Victor Hotel Alfa Oscar Zulu Kilo Charlie Uniform X-ray Mike,EU,true
74,7/10/2021,false,Alfa November Lima Foxtrot Juliett India Charlie Hotel Echo Zulu Romeo Whiskey Kilo Sierra Bravo Oscar,OC,false
75,7/28/2021,false,Kilo Whiskey Yankee Victor Sierra Lima Oscar Echo Mike Papa X-ray,OC,false
76,8/10/2021,true,X-ray Foxtrot November India Lima Charlie Sierra Oscar Echo Golf Yankee Quebec Bravo,AS,true
77,11/29/2021,false,Tango X-ray Juliett Zulu Lima Alfa November Delta Foxtrot Kilo Victor Whiskey Papa,NA,false
78,9/17/2021,false,India Romeo Lima November Mike Hotel Victor Charlie Alfa Echo Papa Kilo Foxtrot Zulu Juliett Tango Sierra Oscar,AF,true
79,11/4/2021,true,Sierra Foxtrot Papa Uniform Golf Romeo Juliett Lima Bravo Charlie Kilo Whiskey Mike Yankee,NA,true
80,7/21/2021,false,November India Quebec Delta Zulu Foxtrot Romeo Whiskey Charlie Hotel Alfa Mike Yankee Uniform Victor,SA,true
81,12/20/2021,false,India Tango Uniform Charlie November Alfa Hotel Yankee Mike Echo Zulu Kilo Quebec X-ray Bravo Sierra Lima Juliett Golf,OC,true
82,12/19/2021,false,Yankee Kilo Golf Bravo Juliett Alfa Uniform Mike Delta Zulu Foxtrot Oscar X-ray Tango Quebec Papa Victor Romeo Lima,EU,false
83,7/18/2021,true,Zulu Mike Whiskey Hotel X-ray Delta November Foxtrot Oscar Uniform Charlie Sierra India,NA,true
84,9/7/2021,true,Uniform Golf Papa Hotel Bravo Echo India November Kilo X-ray Tango Whiskey Juliett Delta Sierra Oscar Alfa Foxtrot Romeo Victor,AS,true
85,8/20/2021,true,Sierra Quebec Mike Charlie Tango Victor Yankee Whiskey Lima Papa Delta Alfa Hotel India Echo Uniform Oscar X-ray Bravo,AF,true
86,10/15/2021,true,Alfa November Charlie Golf X-ray Yankee Delta Mike Zulu Bravo Romeo Echo Sierra Papa Juliett Victor Tango,SA,false
87,11/14/2021,true,Uniform Whiskey Sierra Hotel X-ray November Juliett Foxtrot Mike Bravo Oscar Golf Victor,AS,false
88,9/21/2021,false,Golf Oscar Zulu Charlie Lima Sierra Whiskey Papa X-ray India Tango Bravo Echo Foxtrot Victor November Alfa,AS,false
89,9/24/2021,false,Uniform Whiskey Bravo X-ray Sierra Papa Kilo Hotel Victor Tango Charlie Oscar Juliett Romeo India Echo Delta,NA,true
90,7/5/2021,true,November Kilo Yankee Quebec Echo X-ray Romeo India Delta Golf Lima Victor Juliett Zulu Sierra Tango,NA,false
91,9/10/2021,false,November Victor Sierra India Romeo Delta Mike Yankee Charlie Hotel Quebec Whiskey Oscar Golf Lima Kilo Zulu Uniform Papa,EU,false
92,7/18/2021,false,Hotel India Oscar X-ray Bravo Echo Sierra Victor Tango Delta Alfa Zulu Yankee Papa Juliett Romeo Uniform Whiskey,AS,true
